text,label
宽容 是 一种 坦荡,0
瑜记,0
兵强马壮,0
二千 台 亿 金币 加赖,0
老夫,0
张雅鹏,0
贱翔,1
杨明昂,0
茹爸 陈少 拽,0
butt,1
建,0
李正明,0
想不到 名字,0
超越 平凡,0
你 野爹,1
不动金,0
我们,0
真的 好 爱 你,0
永远 的 爱,0
存在 感,0
蔡捷宇,0
昂宝,0
人生 如戏 全靠 演技,0
王先森,0
尼玛 币,1
惜情,0
时间 旅行者,0
吉泽智 也,0
烟飘,0
加 好友,0
努力 向 钱 的 张晓垒,0
卖乱 啊,0
酱 爆 一介 神明,0
滚 那 吗 老 比,1
打不死,0
紫音,0
闫浩,0
糖糖 手工 果蔬 卡通 包,0
似水流年,0
尧,0
启明星,0
澜本,0
生财 和睦,0
文文 宝贝,0
刘旺财,0
操海斗,1
Eat Big Shit,1
中招 体育 培训 马克 老师,0
梦回 千屿,0
Shabi,1
艹 林 哥哥 SB,1
扯,0
李,0
时光 无声,0
昂篙,0
何 文文,0
李 发福,0
姜子牙 疼,0
晴天 丶,0
努力,0
蛋炒饭,0
王继锋,0
默默,0
贱人,1
御格 影视,0
兴盛,0
沉默 卜 湜 罪,0
心如 柠檬 天然 酸,0
孙小空,0
Fuck You China,1
专属 小笨蛋,0
朕,0
边缘 人,0
劳无旁代,0
胜者为王,0
李佳宸,0
陈美凤,0
小 嘢 猫,0
永不言弃,0
宾梓烨,0
韦,0
会 说话 的 哑巴,0
涛涛,0
刘慧君,0
老子 个 号 没个 赢 的 你妹 的,1
邱,0
溺爱,0
A 两坨 堆 一个 坑 尼玛,1
暁,0
风,0
心有 勐 虎,0
刘哲维,0
走 着 走 着 就 散 了,0
啊祥,0
咪 三,0
刘思彤,0
纯风,0
来自 星星 的 恩,0
笨笨,0
金 老爷子,0
你 妈 啦 逼,1
刀 先生,0
七匹狼 卫浴,0
逗比 撒 啦 嘿,0
渡 我 不渡 她,0
时任 纪毅,0
字 二个 小勇,0
我 已成 年 爱 谁 谁,0
我 是 强仔,0
丹内 孝浩,0
陈 摸摸,0
徐立 惟,0
你 六毛 我六毛 咱俩 一块 二,0
不良 人,0
风 平浪 不 静,0
高校 生 一年,0
肖红,0
格局,0
消失 的 记忆,0
保险套 太小,0
高木好,0
美媚,0
郑文鸿,0
吃 维生素,0
有 问题,0
鹿,0
看 我 你 就是 草泥马,1
佐木龙生,0
碍人 怎离,0
怪兽 武林,0
李逍遥,0
张峰,0
依旧 嘉诚,0
磊哥 之王,0
干 你 娘,1
满仓 尼玛,1
王旺,0
沈祥强,0
飞,0
难,0
绅仕 名品,0
十一 少,0
天,0
干 妳 马,1
成人礼,0
黄晓娟,0
林,0
姚家 三姐,0
唐筠涵,0
不咸不淡,0
开心 快乐 每 一天,0
森,0
南关 移动 营业厅 专卖,0
姓 廖名 清风,0
陈陈 陈 陈陈 陈陈 陈先森,0
黄圣翔,0
松本 拓 也,0
白斩鸡,0
狂奔 的 蜗牛,0
水 野心 大郎,0
Nitha Fernandre Stm,1
就 你 了,0
Siiyunn Cnm,1
幸福 人生,0
凯子,0
领航员,0
墨染 殇 回忆,0
刚 一叶 就 飘落,0
改名 必中,0
沙雕 芝麻官,1
里,0
出卖,0
志杰,0
小 郑,0
金刚石,0
干 你良,1
风筝 与 风,0
路过,0
俊,0
忠诚 珠宝首饰,0
shab,1
鬼刀 神厨,0
草 你 妈,1
绫 兎,0
土豆,0
星空,0
门,0
王为 刚,0
黑化肥 挥发 会 发灰,0
李磊,0
你妹 的,1
零度 白开,0
远涛,0
习惯,0
张伟超,0
乡下佬 出 省城,0
你 吃屎,1
纯种 查干湖,0
伦,0
护花使者,0
张玉,0
童婉瑄,0
旧梦 巳 迣,0
叶 明德,0
飞鱼 共渡,0
sb 太多,1
永封 自己,0
歪腻,0
笑一笑,0
乄 乄 乄,0
刘剑澎,0
坊,0
勒死 贱人 可好,1
一个 俗人,0
我 是 一只 草泥马,1
从 你 的 世界 路过,0
杨 小乐,0
林信宏,0
陈骁,0
眼眸 印 一丝 温柔,0
许贝贝,0
小芬,0
海浪,0
张佳轩,0
煮 干 様,0
友,0
张学友,0
路人甲,0
八嘎 噜,0
穷 逼,1
小峰,0
陈炽飞,0
西瓜 大方 电脑,0
丰比 王长,0
烂 电动 操,1
卑微 汎 汎,0
吗 的 靠,1
大白,0
马嘟,0
裕隆 针织 经营部 批发 零售,0
陈 志 琝,0
张 云天,0
夕阳红,0
T M,1
背着 行李 的 小铭,0
没心没肺 活 的 才 开心,0
竞秀 区亩 地,0
已 破产 次,0
N m,1
行政 杨日升,0
煞笔,1
糖佰府,0
傻 逼 充钱,1
东,0
刘 宇航,0
蔡瑞杰,0
忘记 TM 好难,1
反手 摸摸头,0
颜言,0
体育彩票 秀山 小区,0
那个 刁民,0
劳苦功高,0
平 沢 唯,0
小玉,0
望天,0
真 爱 无悔,0
田 玲珑,0
提取 公积金,0
幸运 宝宝,0
开始,0
大飞,0
哖,0
笨笨 萌,0
啊 杜,0
酒店 定制 家具 彭生,0
韦 先生,0
南风,0
王贵忠,0
金 髪 碧眼 自称,0
赵 海波,0
爱情 都 是 骗人 的,0
干 你 金侯爷,1
一本正经 的 胡说八道,0
津山司,0
网络科技 有限公司,0
天天 上山,0
覃沐系 宝爷,0
傅志顺,0
若梦,0
兰妹,0
初本,0
逆光,0
崔元建,0
以后,0
莹,0
之禾 袁艺,0
李孝武,0
海纱,0
十里 春风 不如 你,0
努力 总会 发光,0
黄柏 慎,0
冲冲 冲,0
晓辉辉,0
傻 屌 侠,1
开开,0
平安 幸福,0
人帅 路子 狠,0
磊子,0
五行 缺钱,0
松,0
垃圾 坑钱 游戏,1
董生,0
你 大爷 我来 了,1
言,0
梁俊威,0
雅善 招 代理,0
周墨 的 店,0
fuckyou,1
森森,0
随缘,0
全部都是 垃圾,1
杰儿,0
天钰 瘦身 减肥 厂家 李经理,0
宋鸣达,0
厦门 爷爷,0
fuck you add,1
张仁泓,0
勉励,0
鱼厂 舟山 店,0
回忆 网赚 导师 对接 团队,0
云哥,0
冰,0
徐鸣,0
不吃 苹果,0
管家 仔,0
杜,0
榆由,0
呵呵,0
混太狼,0
干 你 娘彩金,1
小 豆腐,0
杨 治国,0
碧海 蓝天,0
从此 不 回头,0
林沛 绮,0
唯爱,0
彬 哥哥,0
乐呵乐 呵,0
园源,0
TMD,1
无名 小子,0
将进酒,0
游,0
刘松勋,0
郭振永,0
许凯,0
上座 和 春风,0
大金持助,0
狗 小孩,1
林颜铃,0
界平,0
少杰,0
敏,0
傻 逼 似的 坚持,1
赵金龙,0
A 乀 艹,1
坂田银时,0
你媽 逼 幹,1
幽利 不可思议,0
零距离 阿零,0
孙赫阳,0
黒,0
紫枫,0
哟,0
逸宸,0
操操 你 妈 屄,1
梦里 梦 到 梦里 梦,0
陈少,0
任 风吹,0
显示屏 界汇 光电 杨,0
王管君,0
尹泽,0
小鱼儿,0
左手 年华,0
怡 嘛 带,0
咿呀 喂,0
龅牙 家 的 暴脾气,0
吕亦修,0
好 的,0
群,0
宫坂正 清,0
东北 海鲜 烧烤,0
七喜,0
小怡,0
胡明胜,0
上下 分微,0
伤不起 了,0
青柠,0
夏韬,0
张乃涛,0
夏梓旋,0
大鹏 同学,0
游象焕,0
N m,1
Fuck 野郎,1
吃货 搬运工,0
耿耿,0
乔乔 麻麻 五月 意法,0
澈,0
梅西,0
彬 少,0
空,0
小祥,0
张籽 沐,0
真 爱,0
邹先生,0
潘小犟,0
再 贱,1
我 很 忙,0
等,0
裴先森,0
阎魔,0
厨二病 大 嫌,0
陈灿,0
刘 社长,0
mmp,1
朱建铭,0
小炳哥,0
青丝 丝 呢,0
菊地絵 利花,0
江云,0
帰 道 村,0
山有 木兮木 有枝,0
苍寂,0
诞生 在 党 生日 那天,0
喔 喔,0
林杰,0
闇 夜,0
孤狼,0
死妈 的 彩票,1
许嵩,0
尼玛 的 很会 咬,1
兴业银行 资深 客户经理 王洪亮,0
克里 他叔,0
陈英,0
小 邱,0
艳秋,0
政杰,0
染夏,0
废物 先生,1
阿伟,0
男人 的 承诺,0
混蛋,1
余生,0
随便 一点点,0
拉风 的 汉子,0
李玉野,0
嗷卵 将,0
干 你 妈 的,1
财神 到,0
Miss sb,1
会飞 的,0
的 关心,0
伐克 尼玛 的 游戏,1
晴天,0
长久,0
史迪芬 周,0
张航,0
又 又,0
卡咪龟,0
杰少,0
我 是 你 永远 得不到 爸爸,0
白 先生,0
江郎,0
老雷,0
李贱 贱,1
大军,0
随心 而乐,0
蛋儿 神,0
T M,1
拖鞋,0
北京 同仁堂 健康 产业 蒋明,0
哄哄,0
和 信居 装饰 王叙,0
大王,0
吉田,0
吴文基,0
芮芮 她 可爱 的 麻,0
挴 榌 鞢 舞,0
关尧,0
牌,0
知竹 亦 知足,0
误入 凡间,0
二两,0
曾雅,0
舒 浩然,0
顽张,0
赵先生,0
非凡 发艺,0
独家 回忆,0
弄 丢 了 你 的 心,0
力辉,0
张慧 小 傻 逼,1
无脸 怪,0
镝 木,0
芙 実,0
永诚 金融 马群,0
从 新 开始,0
阿维,0
呆婷 啊,0
飓风,0
明天 晴天,0
静猫,0
木 已成 珠,0
野口 贡,0
业成 日杂,0
乐天,0
否极泰来,0
干,0
陈山,0
不要 跟 我 说 晚安,0
黑雄,0
霸王 别个 姬,0
唐林 傻 逼 奥特曼,1
辈子,0
无味,0
子豪,0
小金 勺,0
古丽芳,0
小虎,0
高冷 小 阿静,0
赖大星,0
陈佳 昇,0
红 鲤鱼 绿 鲤鱼 与 驴,0
啥 比游西 玩 你 妈 删 了,1
东子,0
诗情 诗意 湿 人心,0
成功 派出所 所长,0
麺 野 郎,0
霸王,0
乐华 橱柜 经营部,0
五常 海涛 哥,0
渔夫,0
雒城 贩子,0
雪,0
无伤大雅,0
施施,0
清梦,0
华大 少,0
干 你 能,1
泛舟 沧海,0
顺顺利利,0
岁月 轻狂,0
苏纪 曾,0
于永涛,0
鸡毛,0
猫 又,0
景程,0
南风 故人,0
一堆 Sb,1
吴国 豪,0
吉祥物,0
若 相守 卟 离,0
大凯,0
吖 水,0
上下 分,0
学着 忘记 过去,0
吴元强,0
苍炎,0
郭嘉宗,0
渡劫,0
你 不 知道 的 事,0
建良,0
去 你 妈 的 super win,1
执念 断念 手持 剑 更 贱,1
杨旭,0
阿成,0
魂淡,0
愁生,0
程震华 的 爱车 时光,0
号 浪潮,0
林胜,0
唯彪,0
清 欢渡,0
超级 霸道,0
有钱人,0
我 去 屎,1
FUCK U,1
廖育 清,0
挖墙脚,0
婚戒,0
孙祥,0
高木 英树,0
江藤翔 马,0
tm,1
我 是 傻 逼,1
钟志伟,0
我 飘 了,0
窝爱白 樱花,0
洪 辉煌,0
无期,0
男妓 与 狗,0
阿悦,0
缪 佳佳,0
金钱 美酒 香烟,0
正在 输入 中,0
大爷,0
动作 十分 熟练,0
叶珊,0
程心,0
曾经 我 也 胖过,0
九五 文化,0
嘉联 立刷,0
新广杨,0
发仔,0
寒心 点点,0
它 妈 的,1
宇泽,0
应报 亲恩,0
Adip Sb,1
小鱼 翻 大浪,0
水木清华,0
鞋 都 跑 飞 了,0
小何,0
你 它 妈 的,1
丑男,1
教 朋友,0
黄政豫,0
快 嘀 跑,0
长生 天,0
草,1
无忧,0
平安 综合 金融 饭饭,0
石仓佑树,0
回不去 的 曾经,0
知否 知否,0
操 妳 祖宗,1
星,0
终究 是 戏,0
草拟 妈,1
刚,0
助丸,0
蔡安,0
正在 缓冲,0
郑清富,0
爱春哥,0
何智平,0
凌云壮志,0
鑫焱 铜 火锅,0
不要 说话,0
薄荷 绿 的 清凉,0
超,0
独家 记忆,0
虎子,0
人生 得意 须尽欢,0
萱,0
孙亮 亮,0
陈堂,0
德 安妮 妮,0
啊 来,0
及时 行 楽,0
竹林 优希,0
静若 繁华,0
陈焯然,0
深圳市 博才 建筑 劳务 机械 有限公司,0
人生 就 俩 字 卧槽,1
陈荣,0
情人节 花束,0
红毛 土,0
靖子,0
月 读,0
笑 忘 舒,0
让 子弹 飞,0
创始人 谢超杰,0
你 大爷,1
港湾,0
游景煌,0
健身 器械 厂家直销 刘杰,0
妳 妈 的,1
坠尘,0
去 他妈的 B,1
蒋 大胆 儿,0
缪泽峰,0
名字 输入 有误,0
李月 李月,0
高桥 香,0
南溪 小 螃蟹,0
沙雕 网友 呀 i,1
吴伏 玄,0
看淡 尘寰,0
赢 了 笑嘻嘻 输 了 MMP,1
阿强,0
王小辉,0
莫飞,0
荨 找,0
胖虎,0
莉,0
莔 虫 过 茳,0
刘康弘,0
心 随云动,0
黄 贰 少,0
天意 弄 人,0
武佳文,0
妮妮,0
廖包伯,0
冷暖自知,0
傻 逼 小 新,1
哎呀,0
一海心 茫茫 丶,0
终极 无限,0
加贺,0
亦 枫 如画,0
大宝 小宝 我,0
操波霸,1
国伟,0
N m,1
嫑,0
魏超,0
小瘦纸,0
SB Cheth,1
张挺豪,0
狗 儿子,1
渐行 渐远,0
保护 我方 戎敏 猪,0
bullshit,1
闯,0
这 游戏 他妈的 厉害 咬 FUCK,1
躲猫猫 的 猫,0
李四 儿,0
尼玛 怀孕 了,1
做个 混蛋,1
不慌不忙,0
喜欢 装点 煳 涂,0
文 二哥,0
洪 明智,0
台湾 购,0
时倾,0
右手边 的 依赖 跟我走,0
哈哈哈哈 哈哈哈哈 哈哈哈,0
天蝎 妃,0
呃 呃,0
MMP,1
勿忘 初 心,0
SB 傻 逼,1
我 与 你 的 光年 距离,0
媛 媛 服饰 明珠 座 东区 道 北头,0
佩奇,0
海上 男儿,0
威威 一笑,0
才,0
赵哥,0
生命 之源,0
良太,0
莫莫莫,0
垃圾 游戏,0
爱丽丝,0
冰城 哈尔滨,0
王 庆安,0
琳少,0
雅雅,0
去 他妈的 傻 逼,1
张健霖,0
在 我 心上 用力 的 开 一枪,0
啊 毛 你 为什么 叫 啊 毛,0
王长 可,0
黎 海林,0
苍三三戴 苍唯,0
黎萱 儿,0
旧 笑话,0
那 只是 曾经,0
贺 先生,0
王 跃龙,0
憨批,1
处蛋 吧 你 妈 说 我 虎,1
阿拉 通,0
村上 公豪,0
我 可以 弯腰,0
丛,0
小文,0
潘明贤,0
诚德 贸易 四季 服装 批发,0
卢 裕民,0
小李,0
苏寒,0
fuckoff,1
是 的 牵绊,0
譹 戁 认,0
咕噜,0
五毫子,0
操 你 大爷 的,1
不 做 你 的 渣 男,1
许耿堂,0
曾纶,0
浮生若梦 冷暖自知,0
林霖 恩,0
小 阿妹 米线,0
森原 吹树,0
媄,0
太阳 当空照,0
小 未来,0
嗳 妳 唥 暖 自知,0
陈盛家,0
火乍弓单,0
猪 在 我,0
横山 浩希,0
牛皮糖 糖糖,0
你 是 狗 吧,1
妈蛋,1
恒睿 车行 俊俊,0
最后 一玩,0
万 如意,0
株式会社 中海 航运 王磊,0
黄俊杰,0
王大超,0
干 他 娘,1
荡心,0
二是 一种 不三不四 的 态度,0
吴 小乐,0
往事如烟,0
从头再来,0
心瘾,0
正在 输入,0
冬雪,0
金猴 爷 你 大爷,1
Ms Bitch,1
伟伦,0
淡忘,0
妈 的,1
小明 他 妈装 B,1
贤一,0
曾晙 玴,0
兰亭序,0
黄明 摇,0
万能 红军,0
家,0
苏少,0
不 回头,0
清晨 的 月光,0
沙雕 歪果 佬,1
陈可情,0
经 拥有,0
高 个,0
丁秋,0
乃木,0
后来 的 我,0
鹤川,0
皈依,0
超初 心者,0
百勐,0
卢 尼玛,1
聚鼎 黑白 贷,0
乂 小 阎罗 乂,0
何台富,0
跟着 感觉 走,0
红中,0
白衬衫 老 胡同,0
钱生 钱,0
李永峰 平安 金融,0
林姓 青年,0
夜夜 夜黑,0
后 一场 梦,0
别 离开,0
翊 龙,0
特别 的 你,0
爱乐 萌 网络科技,0
卢先生,0
与孓 偕 鮱,0
山田 鸭,0
张学民,0
江林,0
豚豚,0
金君,0
高宫 久美 子,0
鑫,0
水影,0
王老恶,0
柠檬 加醋 有 多 心酸,0
大龙,0
羊,0
HolyShit,1
粪,0
初见,0
初 心 勿忘,0
红鬼,0
小黎,0
爱琴海,0
刘 小胖,0
你 是 我 的 唯一,0
不喜,0
莫问,0
你 也 想起 舞 吗,0
纯情 小 火鸡,0
噼噼啪啪,0
于 言,0
吴志强,0
啊 勇,0
Bin Sb,1
爱何,0
为 你 千千万万 遍,0
马志勇,0
奈奈,0
胡大仙,0
别无所求,0
小笼包,0
懿 飜 讽 娟,0
王豪威,0
刘文,0
操 吃大便,1
秦明 飞,0
予 我 深情,0
大大 雄,0
简志玮,0
安田俊辉,0
郑世,0
椰子 男,0
来自 外太空 的 法斗,0
谢琼 萱,0
柘榴猫,0
宁静,0
宋承洧,0
至尊宝,0
林齐,0
汪先生,0
三郎,0
奈良 雄 大,0
有谷 将 哉,0
卖币者 死 全家,1
蛇,0
Dzuong Sb Pro,1
笑笑 笑笑 笑,0
蓉 儿,0
大圣 爷,0
专业 网贷 黑户 贷款 孙浩,0
防城港 一手 楼盘 代理 杜浩楠,0
林 家业,0
刘昌德,0
曲 鹏飞,0
阿部 良贵,0
揪 魔智,0
暀 后 悇 笙,0
熊猫 不是 猫,0
皮皮鲁,0
尼玛 撞 到 我 了,1
阮玮,0
陈江冲,0
赵芳明,0
福寿 居 养老院,0
瓶 邪,0
N M B,1
男人 唔 易 做,0
广龙 三金,0
小三再 美 终究 是 不良 品,0
艳红,0
操,1
虾米,0
俏 爸爸,0
明子,0
孔伟忠,0
陈玮伦,0
正爷,0
光辉 岁月,0
刀疤 男 奸笑,0
店小二,0
番薯 姐 本人 已 消失 不 回复,0
王小怩,0
雷霆 莉,0
路 再 脚下,0
小林,0
不够 优秀,0
啦 啦 啦,0
打娃 小伙 澎湃 成,0
我 尼玛 的,1
海景房 赵 文龙,0
陈晓演,0
丁麒轩,0
还 不是 因为 你 长 的 不 好看,0
飞飞 老猫,0
fuck,1
年 的 期许,0
欢聚 菜馆 平安,0
妈 的 干,1
不负 相遇,0
骑着 蜗牛 追 火箭,0
超越自我,0
安定 缓慢 的 成长,0
黑骑士,0
逆 鳞,0
冷漠 之樱,0
懂 董事,0
天月 凛,0
fucking awful,1
一世 承诺,0
丶 朝臣,0
黒 泽,0
俊彬 吼,0
怪,0
空白 丶,0
你 说 的 我 都 不想 听,0
世俗 的 人,0
干 妳 娘,1
丿 丶 丨 浅笑,0
花无缺,0
安徒生,0
鉩 囵 徊,0
徐小中,0
淸 颩 蒣 粜,0
傅凰,0
鹏鹏,0
操蛋,1
昊,0
华,0
三 龙,0
逝去 的 日子,0
我 啊,0
林驰,0
言辞,0
姚晓霜,0
刘刚,0
新里翔 也 思,0
大欣,0
傀儡,0
田村 亨,0
皮皮,0
黄晓明,0
万贱,1
沈 菲特,0
仅 有 的 时刻,0
朱志刚,0
枫,0
只 因 曾经 心动,0
薰衣草 的 味道,0
你,0
翊 凡,0
肆屿 黄欣,0
皮皮 鼠,0
宝,0
刘浩,0
魔系 锕 杰,0
超级 先生,0
我要 头奖,0
东海,0
郑,0
阿蓝,0
志伟仔,0
施志辉,0
痴情 废物,1
厦门 品扬 工贸 楷翔,0
何必 呢,0
桜,0
小伟伟,0
祖宗,0
我 的 腿毛 很扎人,0
烂好人,0
卢俊,0
凑友 希 那,0
唐名杰,0
张 成龙,0
螃蟹,0
射手 丧,0
配 信者,0
老公 仔,0
灵柩 姬霾,0
明天 更 美好,0
吊篮 出租 小付,0
滚 那 吗 错 比,1
川味 巷子 串串香,0
墓,0
勿忘,0
伦德 酒店用品 批发 中心,0
轻狂 书生,0
坑逼货,1
一望无际,0
秋 隋 恆 媄,0
挥洒 青春,0
买分,0
探戈,0
来 了 就 可以,0
此 无 牵挂,0
垂 歪歪,0
名字,0
海洋 之 蓝,0
刚 桥本,0
萧山,0
我 可以,0
商道 酬勤,0
周君伟,0
去 你媽 的 逼,1
薛 奇奇,0
老 男孩,0
早早,0
梦中 狗,0
沈登旺,0
答应 我 赌 下去,0
渡 辺 美 由 希,0
杜 尚佳,0
妳 马 的,1
王彪,0
贱翔,1
方俊福,0
伊达 智大,0
傻比,1
淡定,0
操 你 大爷,1
药儿,0
情系 半生,0
宁儿,0
黄俊彦,0
俊俊,0
柠檬 鱼,0
我 干 你 随意,1
咖啡厅,0
仟北 造型 晓南 老师,0
死性不改,0
小灰猪,0
风雨同舟,0
潇,0
杨榜,0
金元宝,0
云淡风轻,0
拍庆庆,0
BULLSHIT,1
国议,0
气宇轩昂,0
庄,0
你 在 哪,0
白石,0
夜风,0
波,0
暴风 微风,0
操 你 妈 B 中国 大陆 狗,1
赖弘达,0
林鑫,0
过 了 今天 又 是 明天,0
王程成,0
忧伤 眼泪,0
做好 自己,0
我 的 枪声 里,0
醉酒 叹 挽歌,0
张宇夏,0
景色,0
冢 本 康平,0
城际 道路 规划局,0
烂 人,1
二少,0
神影,0
皓哥,0
彤 叟 无欺,0
执意,0
伊藤 优佑,0
钢铁 小直 男,0
黄昱翔,0
难得 有情 名,0
常居 地产 周 冬冬,0
时尚,0
You are a bitch,1
林梓杰,0
u bitch,1
小可爱,0
哇噻 你好 萌,0
行者,0
独傲 王者,0
你 的 至尊宝,0
佛系 少女,0
诚信 做人,0
发克儿 旺旺,0
是 敌 是 友别 是 狗,1
言而无信,0
上原 実 佳,0
但 冰斌,0
傻 b,1
白痴 公,1
石村 耕一,0
时来运转,0
刘先森 丶,0
啊 发,0
姜尧,0
皇后 驾到,0
瑞生 王,0
王 明亮,0
敝姓 杨,0
蒋辉,0
神 様,0
慢慢,0
白痴,1
独自 一个 人,0
瘦死 的 骆驼比 马大,0
闽山 消防,0
悠闲 小毛,0
畏 亻尔,0
不离 不弃,0
小 方,0
大哥,0
合适,0
执 孒 徔 手 卟 离,0
柠檬 我 不萌,0
BITCH,1
琉,0
黑夜 问 白天,0
不 晓得,0
张超,0
熊飞,0
尔戈生,0
抿 酒,0
往事,0
张恒,0
周健,0
张文超,0
n M,1
你 个 猪,1
垢 兼 本垢,0
王晶,0
赢个 万亿,0
纪剑,0
噗 拢共,0
世纪 收藏网,0
沫,0
Wwannisaa Sb,1
张光 男,0
干 他 吗,1
神经病,1
锕 雄,0
昆布,0
老年痴呆 患者,0
此号 已 休眠,0
阿两 学长,0
半梦半痴 半 疯癫,0
民顺 机械,0
爱心,0
干 你 娘机 掰,1
同 你 死 过,1
王八,1
新年快乐,0
吴 道德,0
不安分 的 小 脾气,0
TM,1
不漓 不弃,0
关中,0
静观 世事 笑对人生,0
小赵,0
谢雅雪,0
赵格,0
有时 有雨,0
Fuck,1
A 逼 傻 是 读 着 倒,1
丑 逼,1
输到 没 晒 钱,0
梁 可乐,0
转败为胜,0
草泥玛,1
武,0
许顺兴,0
小样,0
万上 多一点,0
霸气,0
金牛座,0
麦迪乐,0
学历 提升 童 老师,0
Jay g bitch,1
李岳学,0
高桥 隼 也,0
林淑燕,0
赤色,0
张光 汗,0
勇,0
小 晴空,0
仅此而已,0
司令,0
神枪手,0
拾柒,0
汪倍宏,0
久保田 纪咲,0
半岛 未凉,0
陈 十二,0
刘 龙飞,0
海尼根,0
腾少,0
颜旭 昇,0
每 一个 梦 都 有 你,0
怀中 的 猫,0
天蝎座,0
也许,0
菲菲,0
山下 孝弘,0
王安琪,0
阿小狸,0
木目,0
板头,0
胡成,0
不 叫 宇姐 都 毙 了,0
草泥马 金猴 爷,1
尹鹏,0
海润 陈亭 伊,0
峰雨 阳光,0
什么 会 忘 了 情,0
新城 贵 之,0
废物,1
齐齐 滴 奶奶,0
永田 哲 也,0
jh 傻 逼 仔,1
洋 哥儿,0
内涵 段子,0
小 汤圆,0
死 黑鬼,1
周 大发,0
夕凛,0
鄱阳 何涛,0
傲气,0
史蒂奇,0
黄依汶,0
苏 智慧,0
姒 后 芣 婹 莋 萠 伖 丶,0
小湿 也 疯狂,0
然然 粑 粑,0
翰,0
艹 头疼 妈 的,1
假动作,0
皮 这一下 我 很 开心,0
小冬,0
刘金辉,0
啊 修罗,0
鲇,0
高傲 的 一只 猪,0
法克 鱿,1
旅拍 摄影师 凯凯,0
天下,0
精致,0
李陈,0
铜锣 杀,0
土管 局,0
红桥 家具,0
干 你 垃圾,1
陈金池,0
日夜,0
柯秀贵,0
羊 咩 咩,0
瑞,0
王雅儒,0
卓越 门窗,0
黄 建业,0
臭 狗屎,1
绝版 嫒,0
许嘉涵,0
郑荣,0
黎芷彤,0
去 他 妈,1
破 尼玛 游戏,1
骆驼,0
氵 番 林彡 林彡,0
小 胖胖 儿,0
阿杜,0
柚稚,0
厌世,0
彭 小 羭,0
死渣 男,1
顾峰,0
七秒钟 的 猪,0
余勇兵,0
谭 老鸭,0
丸子 靖,0
日系 美甲 美睫,0
情难 了,0
大野 有 我,0
安 丶 然,0
芳贺响,0
馨易,0
随风 飞,0
夏选,0
伯多,0
外加剂 专员 销售,0
难逃,0
低调 渲染 那 一抹 妖娆,0
fuck 威而柔,1
啊 明 的 老婆,0
尚晋,0
邵薇儿,0
黄炳辉,0
田满,0
依然,0
损 不足 而 奉 有余,0
胖达,0
李诺,0
邂逅,0
妈哩个 b,1
小谅 哥,0
老 陈,0
郑霸霸,0
Fucking,1
小笼 哥,0
刘宇欣,0
咯咯 咯,0
迷,0
破 游戏 操,1
陈稳仁,0
玲玲,0
正体 実,0
冻结 有 你 的 一切,0
赢,0
洪钰婷,0
黑鬼,1
妈个,1
大关,0
基隆 薛之谦,0
様,0
阿文,0
好 人间,0
秋天 的 叶,0
请 叫 我 大 傻 逼,1
谎,0
公安,1
一默 如雷,0
摩 安珂,0
我 劝 你 善良,0
勇敢 的 少年 快去 创造 奇迹,0
Mrr SB Zin Remix,1
饿醒 了,0
隆,0
干死 客服,1
金榜题名 时,0
烂 人,1
二维 火 智慧 收银 老 青年 舒涛,0
累 了,0
唉 我 去,0
星尚 造型 链锁 机构 烫染师,0
权 世界,0
风吹 裤衩 掉,0
金吉鸟 健身 李向 男,0
累 正在 走 上坡路,0
孔子,0
羁,0
不 知名 的 酒,0
渗透 之君,0
白鹤,0
山本 敏彦,0
天上 来 的 平凡人,0
烂 人,1
伟杰,0
韦伯 瑄,0
天道酬勤,0
饮酒 思源,0
一路发 大 发财,0
工程机械 租赁,0
啊 贤,0
陈志建,0
猫神 様,0
要 滚 就 滚 远点 操,1
凸腾,0
居之家 恋巢 邓冬益,0
廖振维,0
一生 热爱,0
穆,0
卯,0
平,0
我 TM 是 阿宝哥,1
大盛,0
峟 趣 旳 爧 魂,0
迷人 的 混蛋,1
笑看人生,0
小石头,0
庄 大爷,0
赖兵,0
啊 四,0
垃圾 玩意,1
都 是 我 的,0
千里,0
唐 深深,0
田雨佳,0
山庄 电信 营业厅,0
鸗,0
明天,0
罗军房 抵 过桥,0
入 怹,0
彬,0
诚信 至上,0
朽木不可雕 sb 不必 交,1
愤怒 的 小,0
优洁士 胡承,0
普通人,0
卷儿,0
阿祥,0
扣子,0
干 你 傻 屌,1
藤原 雅紫,0
许紫淇,0
长 谷川 武,0
小兵,0
单文博,0
丑小鸭 的 故事,0
黄佳伟,0
吊大 爆率 高,0
谁 敢 挑战 我,0
尼玛 的,1
十三行 丿 小 诚,0
高 傻 逼,1
汪操,1
不吃 鱼 的 猫,0
尤南发,0
刘雅萍,0
宏宏,0
可尼,0
先 做人 后 做事,0
阿欢,0
冈村 宗高,0
T M,1
卧槽 你 的,1
吴雨 邗,0
卖房子 的 傅宗银,0
奶白菜,0
李运福,0
久 爱 不腻 长伴 不 离,0
王八蛋,1
钟情,0
蔡维轩,0
熊,0
道祖 尾宪 二郎,0
羊 村长,0
方冠程,0
羔羔,0
妈个 b,1
笑 狼,0
冈 芹 聡 哉,0
人 的 一生 其实 很 短暂,0
黄俊贤,0
高睿骏,0
汪成,0
