0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
被,馬,扁,錢,了,?,出門,實戰,啊,都,到,了,祖國,了,欸,XD,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
歐吐,4,不,4,母豬,聚集地,?,我,倒,是,覺得,那邊,好,虛偽,",",要,啥,條件,就,開,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
一日,臺,北,",",?,好,啦,",",關渡宮,如何,",",還,可以,看水筆,仔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅用,什麼,手機會,加分,的,八卦,?,認真回,3310,神機,",",不,說,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
今天,上班,算不算,U,質員工,?,不會,討好,主管,一樣,是,職場,邊緣,人,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如何,建立,一個,人,的,自信,?,是,要,一個,人養成,依賴,高大,正妹,的,習慣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
18,年,不舉,遇到,拓也哥,可,解套,嗎,?,拓也哥,對,不舉,的,沒,有,辦法,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
某財經,連線,?,嘉偉,老師,很紅,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
上,完廁,所,不,沖,馬,桶,的,人,在,想,什麼,?,困擾,別人,",",達到,刷,社會,存在,感,的,目的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
請問,遇到,這樣,的,老,問娘,?,或許,你,別,去,會,更好,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,拿,起,吉他,玩搖滾,有,沒,有,搞頭,?,我究,是,貝斯肥宅,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣,島民,是不是,都,該,看集,結號,?,我,說,不錯,看,",",是,指戰爭,場面,",",不,包含,任何,政治,因素,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
恐同,的,人,是不是,反,自由,?,如果,想,逼,同性,戀去,矯正性,向,",",那,就是,反,自由,沒錯,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
夏天,適合泡,溫泉,嗎,?,以前,去,廬山,泡過,",",山上,滿涼,的,也,有,冷泉,可以,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
約,妹子,2,/,14,吃,飯,被,已讀,不,回該,怎麼,辦,?,再,等等,",",她,約,不到,人,就,會,回,你,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
電影,海報,不能,有,對,女性,的,暴力,?,不然,改用,天啟,被,女人,痛打,的,海報,這樣,大家,都,開心,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
還,有人,在,考,全民,英檢,嗎,?,台灣,承認,的,檢定,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有姆,咪,有,肥宅,484,該,出門,了,的,叭,呱,O,),e,(,O,?,在,等,區間,車要,去,高雄,發大財,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,愛之血,的,八卦,?,小,感冒,被,你,縮,der,好像,會,死,人,一樣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,金田,ㄧ,的,作者,不繼續畫,?,後,來,有畫,阿,",",變糞作,…,不,",",連載後期,就,有,糞作,趨勢,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,規定,存款,不得,超過,10W,台灣會,不會,起飛,?,像,美國,一樣,人,無恆產,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
上,飛機,後,還能,付費升,等,座位,嗎,?,某個,掏空,公司,認罪,的,藝人,說,不行,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
阿斗,?,都,是,白痴,有,差,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
是不是,聽,不,懂,的,歌,最好,聽,?,曲好,就算,歌詞,唱,大便,也,行,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
PPAP,大戰,社會搖,?,你,唸,PPAP,我,唸,PPAP,發音,都,不,一樣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
檢舉,獎金,制度,?,不高興,可以,移民,呀,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
希望,美國,再次,偉大,?,祝希粉,哭暈,倒,在,地,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大學,哪,科系,最,沒,有業界,聚會,?,直銷,大會算,企管,的,聚會,吧,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,中廣網,站,塞,爆,的,八卦,?,哭,",",不能,聽,到琦琦,的,聲音,惹,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
牛頓,是不是,心眼,很小,?,就,理工,兇宅,阿,",",當鑄幣,局局,長,處,死,一堆,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
電線,地下,化,?,沒經費,",",故障,查修,困難,",",變壓器,沒人,想,放,自家,門前,結案,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
中學,被,全班,排擠後來,怎樣,了,?,她後來,過得,很,好,",",小學,生就,群眾,效應,咩,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
現在,新訓,男女,兵,在,同一,個連,喔,?,當兵,就是,幾,十年,前,老,梗,就,到,現在,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,以前,的,漫畫,用,詞,很,犀利,的,八卦,?,教練,",",我,好,想,打,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
跟,人,吃,飯,最,討厭,甚麼,行為,?,還在,吃,的,時候,",",走過,來,冷冷地,問,:,付錢,了,沒,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
中國,旺旺,?,bole,",",台灣,出口,四成,",",都,接受,敵國,資助,",",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
到,costco,一定,要,買,什摸,?,台灣,人,→,退貨,",",退卡,",",拿,不,完,的,配料,",",喝,不,完,的,飲料,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
離鄉,背井,的,去,打拼,成功,概率,的,八卦,?,長,官,移民,了,",",高中,同學,移民,了,",",肥宅,送,完,老人,也,圓滿,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,女生,永遠,嫌,我,不夠,好,?,怕,跟,你,說,實話,你,腦羞成,怒,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,糞,酒,的,八卦,?,原住民,也,會,吃,飛鼠,大便,",",尊重,各,文化,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,中正,紀念堂,改成,經國,紀念堂,?,你,是,說,霸,佔,日本,遺留,建設,跟,拿,美援,說,自己,功勞,的,那個,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
吳京,哪時,去,救華為,副,總,?,把,台灣,高等教育,搞垮,還要,搞華為,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,短,暫,昏迷,的,八卦,?,哪剖,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
到底,是,"""",做,"""",還是,"""",作,"""",阿,?,國文,老師,:,",",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
基督教,是不是,奇幻,文學,?,人,的,寫作,都,太,幼稚,了,",",完全,比不上,現代,作家,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
五月天,主唱,最大,的,特色,是,什麼,?,說,感冒,的,有,去,看過,演唱,會,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,台灣,地位,超級,無敵,重要,的,八卦,?,台灣,尋求,加入,美國,",",才,是,上策,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,平均,罩杯,?,誰,跟,你,外,擴,",",林北,都,堅挺,水滴,奶好,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,不酸,高雄,捷運,就,會,死,的,八卦,?,為,什麼,車廂,不掛,多,一點,",",冷氣,早上,不,全開,怪怪,der,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
這個,武當,派,道士,",",好像,可以,打爆,館長,?,影片,的,內容,就是,鼻子,早年,的,電影,啊,配樂用,得,很,點題,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
能,進華航,當空服,的,水準,高,嗎,?,己,一個,人,",",應該,要,比,較,各,航空公司,工時,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
星宇,航空,會,成功,嗎,?,只要,地名,是,中國,台灣,不會,不,成功,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,優勝美,地國家,公園,的,八卦,?,你,可以,去,太魯閣,",",只是,小一點,而己,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女生,減肥,",",男生,借,尻,都,幾,?,供三小,",",把,字,打,好,來,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
溫室,效應,",",全球,暖化,危機,解除,了,嗎,?,你,知道,海嘯前,",",海水,也,會,退,到,不,知道,哪裡,去,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
實踐,的,後,山,真的,有,菸草,嗎,?,原來,真的,有,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有什麼,東西,是,比遊,戲還,刺激,?,你,先,開個現,股當,沖,的,戶頭,就,知道,什麼,叫,刺激,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
警察,為,什麼,不管,廟會,?,噪音,是,環保局,管,的,",",你,知道,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
最喜歡,吹,電風扇,的,國家,是,哪個,國家,?,為,啥,阿,",",是,因為,要,把,覽,毛裡面,的,水,吹乾,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
T,是不是,也,會,變聲,啊,?,叫,鴨,仔王,",",聲音,是,鴨,仔聲,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
旅館,休息,結果,一堆,阿勞,情侶,的,八卦,?,你,女伴,人不錯,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,有人,清晨,四五,點要,去,抓,寶可夢,?,你,可以,直接,去問,他,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,古代,甲甲,的,八卦,嗎,?,古希臘,去,看看,",",男性,流行,搞甲,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
男孩,兒,分手,後,手機,照片,會,刪光,嗎,?,備份,到,D,槽,",",還,可以,拿來,尻,拿,來,威脅,前,女,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,混沌,之神賽,特,SET,的,八卦,?,被,荷魯斯虐,不適,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
在,台灣,沒進,一線,ic,廠,484,很,丟臉,?,是,的,",",自盡,或領,22K,選一個,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
當初,設計,note7,的,人,在,想,什麼,?,想賣,8,",",這樣,數字,就,比,蘋果,大,了,",",哈哈,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
當,AV,男優,都,會,老得,特別,快,嗎,?,台灣,什麼,時候,才,有,A,片商,",",我要,去,應徵,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
欸,",",中午,要,吃,啥,啦,?,跟,我,一起,吃,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,覺得,台灣,應該,接收,難民,嗎,?,你,嫌,台灣,人,死,得,不夠,多,",",是,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,小孩,怎麼,學壞,的,八卦,?,被,同學帶,壞,阿,",",你,沒,被,帶過,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
什麼,叫,嚴重,腎虧,?,後,來,那個,客人,惱羞成,怒,",",帶,按摩,者,到,廁所,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
0.27,可以,要求,重測,嗎,?,拜,託,請,直接,往水溝,或,橋邊,撞,下去,",",別害,無辜,的,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
惑,",",!,",",大便,竟然,比尻尻爽,?,說,不爽,的,1,個,月,不要,大便,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
年,輕人,都,還在,睡,嗎,?,中選會,快,來,喔,喔,喔,喔,喔,喔,喔,喔,喔,喔,喔,喔,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
等等,要,看,猛毒,要,注意,什麼,?,玩旁邊,的,猛甲,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣,人,是不是,很習,慣造謠,了,?,台灣,人,可是,從,小,就,接受,詐騙,的,菁英,級,訓練,呢,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
救命,!,我,被困,在,房間裡,?,叫,你,兒子,裝死,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
棉花,糖,女孩,",",厚片,女孩,是,?,人家,玻璃心,不行,逆,?,不像,肥宅,這麼,耐酸,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
土豪,哥,",",vs,",",Justin,",",Lee,",",誰,吃,的,妹多,?,而且,瑞哥,除了,禿頭,至少,人模,人樣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
盜用,FB,大頭照,還加,本人,身邊,好友,FB,可以,嘛,?,就,過段,時間,會,來,借,錢,/,買點,數卡,而已,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
現在,全台灣,那個,鄉鎮,市區,的,民眾,最好,笑,?,高雄,啦,",",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,圖王,消失,就是,爽,的,八卦,?,圖王,是,真的,被,抓,了,?,怕,.,jpg,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
酸,不了,的,職業,?,一堆,醫生,從政,",",說,不能,酸,肯定,哪裡,搞,錯,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Kratos,守,的,住,街亭,嗎,?,守,不住,啊,",",因為,衝過,去,殺,人,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
兄弟,象,的,球迷,當年,有,多,沒品,?,你,去,看看,國外,一些,足球迷,",",這,根本,小,case,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
受訓,和,營隊,結束後會,哭,的,都,是,哪些,人,?,跟,沒人,愛的,邊緣,人,很,難,解釋,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
第一次,進楓,之谷,當谷民有,什麼,要,注意,的,嗎,?,",",那個,",",卍,什麼杰,卍,的,",",說,借坐,一下,海豹,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,反,方向,的,鐘,的,八卦,?,小時候,超愛的,可惜,沒,很紅,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
現在,還有,啥,線,上,遊戲,好玩,阿,?,現在,對練功,的,線,上,遊戲,沒興趣,了,",",遊戲性,很,低,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
現在,烤,玉米,一支,賣,多少,?,以前,在,台北市,買,才,40,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
享受,社會,光環,的,人,是不是,都,在,踐,踏光環,?,有光環,還會,收斂,的,人,非常,的,少,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
一個,人,最,多,可以,被,水桶,幾個,版,?,超過,兩個,就鎖,帳號,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
日本,為,何要,資助,同盟,會,推翻,滿清,?,去,不會,比,較,賺,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
表妹,有強,迫症,怎麼,辦,?,剛剛,才,在,測試板,看到,那四張,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
高雄,巨蛋,附近,有什麼,壽司,店,可以,吃,嗎,?,當然,是,首選,不,舉壽司,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
欸,!,一,公克,的,糖,等,於,一,公克,的,糖,嗎,?,紙,菸,等,於,多少,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
真的,有,辦法,一拳,KO,嗎,?,之前,去,泰國,看,現場,泰拳,",",誰,先撈,到,下巴,就贏,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
西門,町,髮,箍,行情,?,寶雅,也,有,..,很,便宜,又,多樣,選擇,~,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
哪牌,的,鞋子,穿,起來,不會,臭,?,換雙腳,應該,能,改善,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
ね,、,明天,指考,",",可以,說聲,加油,嗎,?,明年,加油,喔,!,^,_,<,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
阿福,跟,沖,田,誰,比,較,可,愛,>,<,?,我,以,為,是,沖,田杏梨,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,ppt,.,cc,的,八卦,?,這,有人,問過,",",也,有人,解釋過,你,/,一下,很難,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
