0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
狗,喝,汽油,可以,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
下雨天,穿,超短,熱褲,露出,屁股,蛋什麼,心態,?,靠北,靠母,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
香港,人來,台灣,",",看到,一,直播,老港,片,的,感覺,?,好想,跟彥,彤,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,釋昭慧,之前,是,被,黑,的,八卦,?,一個,人,先,做,壞,事,之,後,做,了,很多,好事,被,讚,揚,=,髮,夾彎,<pad>,<pad>,<pad>,<pad>,<pad>
慟,!,附近,店家,都,沒開,怎麼,辦,?,烤,自己,不好,喔,",",不,好吃,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,江原道,的,八卦,?,據,說,在,江原道,當兵,比,在,前線,還慘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
炎,p,是不是,太神,了,?,台灣,地震,學大師,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,漂白,水,的,八卦,?,快,跟秀哥,道歉,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,豐原,高中,的,八卦,",",?,成績,沒,以前,好,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
觀音,媽祖,菩薩,是不是,沒有,保佑,台灣,阿,?,日本,表示,:,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,是不是,接受,不了,被,超越,?,會,壓抑,",",台灣,人,很爽,",",幫,你,講了,",",不用,謝,我,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,中國,媒體,的,八卦,?,中國來,台灣,是,拿,大通,證,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,用大數,據,分析,推文,關鍵,字,?,斷詞,呀,",",這沒什麼,難,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
GOOGLE,教育,版放遊戲,影片,都,沒人,被,抓,嗎,?,借問,一下,自己,拍,的,可以,放,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
蕭邦,的,練,習曲,是,給人,類彈,的,嗎,?,No.4,以前,高一,在,管樂,社還,跟,朋友,一人,彈過,一次,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
我,屏東,我,驕傲,最新,觀光,體驗,是,文史,樂樂,?,你,不覺,得,沒,有,媒體,繼續,追,很,詭異,嗎,",",小心,點,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
延長,賽,12,局下,半領,先,1,分兩,出局,滿壘,怎麼,投,?,不用,投,",",台灣,延長,賽,穩輸,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
朋友,被,天藍怪,吃掉,了,怎麼,辦,?,(,急,!,20,點在線,等,),?,20,點先給,我,我,就,告訴,你,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,JD7,的,八卦,?,aka,不,知道,可以,去,西洽,看看,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
讓,小朋友,在,主,泳池,裡面,玩,的,人,是,多,沒,功德,?,林北小學,就,快,170,了,",",能,去,兒,童池,逆,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
誰,一敗,?,卵用,戰爭剛,結束,",",看,誰,明天,褲子,被,吹,走,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
亞洲,統神,最近,是不是,怪怪的,?,他,的,台,有,去,的,不是,他,本身,",",是,觀眾,的,歐付,寶,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒張,比比,越挫,越勇,的,八卦,?,這,一定,是,賽亞人,的,驕傲,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,半導體,是,夕陽產業,的,八卦,?,一個,人,廢,一句,話,",",也,要,上,來,問卦,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
怎麼,勸,家人,不要,這麼,辛苦,得,拜拜,?,別理,他,就,好,",",不要,搞,到,自己,也,很,累,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,守,宮紗,的,八卦,?,中國,文化,從來,都,不是,建立,在,科學上,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如真,",",如假,",",如可,分身,飾演,自己,?,想,抽插,真心,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
姓冉要,怎麼,取名字,?,剛好,完結,了,可以,開始,一段,新,人生,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,無絲襪,每,穿,必破,的,八卦,?,一雙,200,也,太貴,",",不會,穿,80,的,哦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
多久,沒,碰過,女生,的,手,了,?,6,年,",",上,一次,是,在,服務隊,偷,牽,明倫妹,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,airpods,的,八卦,?,我,也,是,買,airpods,",",啊,爽,就,好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
LGBT,中,是不是,只有,甲,被,大眾,討厭,?,光愛滋,比例,就,很,可怕,",",不要,再,說,人,反同,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
兇手,太會,說,謊,",",媒體,力量,太,大,",",還是,鄉民,太笨,?,板上,全部,人,都,說,一定,是,過勞,..,真的,超好,操作,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
月入,70K,在,高雄能,嘛,?,能到,70k,沒,宿舍,是,你,廢,",",有,的,話,照,前述,會,軟腳,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
老人,尊嚴,是,一千五,",",那年,輕人,呢,?,7,天假,",",換算,下來,起碼,超過,1,萬,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
小學時,能,喜歡,班上,女生,",",長,大,卻,不能,喜歡,小,?,一個,喜歡,",",一個,想,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
把,絲襪,穿,得,像,灌香腸,自己,沒感覺,嗎,?,看看,自己,",",肥宅,沒資格,嫌別,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
男生,看,的,出來,哪些,女生,在,假,掰,賣萌,嗎,?,懶,叫,癢,的,時候,根本,不,care,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
哪個,版,的,使用者,智商,最低,?,你,已經,在,這裡,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
17,屆,金曲,",",熱狗,X,張震,嶽,",",我愛台,妹算,經典,嗎,?,熱狗,現場,真的,強,",",但是,我覺,得,第一名,還是,吳宗憲,的,那段,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
夜色,搖晃樹林,",",穿梭,在,熱帶,雨林,?,你,離,去,的,原因,從來,不,說明,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
葡眾,王去,哪,了,啊,?,最近,很少,哆,啦,問卦,吧,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
中國,法官,拍,本片,自保,影片,?,真傻,",",轉來,台灣當,法官,",",自由,心證,隨便判,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
青年,旅館,好,住,嗎,?,多人,合住,的,",",你,是,要,別人,普鐳,萬,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
阿哲轉,youtuber,大家,會,支持,嗎,?,出國爽,了,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
憂國,的,拉斯,普金,的,真,實度,有,多少,?,這幾天,新聞,其實,有,報,俄羅斯,打算,就,四島,釋出,善意,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅連,減肥,都,減輸連,公子,?,搞不好,他,吃,瀉藥,",",你,要,跟,著,吃,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
腳踏車,破輪,?,馬,的,",",才,幾點,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Keroro,軍,曹,?,作者,去,人,設動物,朋友,了,沒空,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
沒,$,$,$,沒,外表,的,魔法,師怎追到,正妹,?,不然,我學長,有個,例子,",",沒,外表,娶,正妹,不過,他,有,$,$,$,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
金城武,改叫,GG,武會,如何,?,這種,幼稚,的,行為,",",我,不想,跟,你,計較,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
把,錢,固定,投在,股票,賺,股息,股利,會,容易,致富,嗎,?,還不錯,",",但是,賺,的,錢會,被,拿,去,繳補,充保費,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
未來,世界,只有,大,雄,一家,能用,時光機,?,這是,人類,實驗,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,美而美,吃,了,90,元,還吃,不,飽,?,這種,早餐,店肥宅,少,去,",",根本,吃,不,飽,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,啥,台灣,公車,不用,每站,都,停,",",還能,遲到,?,日本,也,是,按鈴下車,的,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
請,問多賢,、,嚴智,跟,許楊玉,淑,?,阿醬,16,",",7,歲,時,很,可愛好,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
常常,頭痛,是不是,快要,死,掉,惹,?,眼壓,太高會,引起,頭痛,",",可以,去檢,查看,看,",",<,之前,檢查過,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
日本,漫畫,是不是,都,甲甲,的,?,任何,電影配,上斷,背山,音樂,都,會,變得,超,GAY,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
這樣,有,沒,有,資格,被,稱,為,肥宅,?,現在,馬,上,再,去,肯德基,點一個,全家,炸雞桶,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
早餐,吃三顆,蛋會,怎樣,?,很多,人關,注,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,餐廳,都,歧視邊,緣,人,的,八卦,?,沒有,就,不用,勾,",",你,亂,勾,其他,嘛,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
四叉貓,什麼,時候,辦感謝,祭,?,長,痔,瘡,的,時候,就,會,辦,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
google,雲端,無法,下載,資料,?,先貼,來,我,下,看看,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,燙,玉米,鬚,有加,分,嗎,?,快去,",",我,支持,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
我,是,喬魯諾,",",我,有,話,要,說,?,好,了,可以,滾,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
沒有,邦交,國的後果,是,陰帝,無法,過境,美國,嗎,?,只要,美國,同意,",",要個,理由,這麼,簡單,XD,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
勞工,什麼,時候,才,會,去,凱道,抗爭,遊行,的,八卦,?,時代,跟,國民黨,都,在,裝死,啊,",",沒救,了,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大吃,一驚,!,曼德拉,效應,腎臟,位置,移動,?,我,只,想,知道,麻油,腰子,口味,有變,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
老,闆,的,建議,",",大家,會,聽,嗎,?,柯糞,:,不用,聽,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
太陽,能板,是不是,一場,笑,話,?,如果,太陽,能板,真的,那麼,好,用,",",台電,就,不,需要,核電,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
遙香,偷吃,炒飯,",",怎麼,辦,?,膩稱,",",錯誤,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
三,姐弟,布丁,現在,在,哪裡,賣,呢,?,大概,在,那個,角落,繼續,販賣,著廉價,的,愛心,滿足,呢,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
浜,風,綁頭,髮,認,得出,來,嗎,?,佐藤,心,我,老婆,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
畢旅車,禍,倖存,的,兩人要,怎麼,走出,陰霾,?,我,朋友,比,你慘,",",參加,畢旅,還要,跟,同學,自相,殘殺,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
昏迷,5,年,是,甚麼,感覺,?,上述,的,事,有,上,新聞,",",只能,說,辛苦,了,他,母親,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
臺,北市,文化局,是不是,慘了,?,又,一個,沒讀,書,的,=,",",=,",",先承認,你,是,記者,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台中人,看到,高雄,鐵路,能,地下,化在,想,什麼,?,化閒,錢,拿,去,台,鐵,全線,高架,化,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
學生,放暑假,要,嘛,?,肥宅,放暑假,還是,肥宅,o,',_,',o,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
周星,馳,的,武打,厲害,嗎,?,架式,還不錯屬,於,好看,的,花拳,繡,腿,我,是,講認,真的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
中國人,是,全世界,最愛國,的,民族,嗎,?,我覺,得,台灣,人,也,很,愛國,",",真的,兩岸,一家,親,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,台灣,文化,軟實力,已經,不如,波蘭,的,八卦,?,波蘭,?,你,說,那個,人民,到,處,在,歐洲,各國,求生存,的,國家,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
包包,對,女生,有什麼,吸引力,?,包包,不是,公司,會發,嗎,?,拿,那麼,好,嘛,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
你,今天,假新聞,了,嗎,?,以前,的,人都問,:,甲霸,沒,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
入伍,專車,上,要,做,什麼,打,發時間,比,較,好,?,揪,車廂,同梯,演屍,速列車,阿其實,也,不用,演,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
電影界,的,糞作,分別,有,哪些,?,台片,一堆,連,imdb,都,進不去,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,都,拿,了,多少,紅包,啊,?,好厚,",",分紅,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
公司,強迫,休假,卻,扣,特休,?,不爽,就,去,檢舉,啊,",",在,這邊,機機,歪歪,又,沒用,處,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,沒人,希望,北韓,打贏,的,八卦,?,目前,挨美國,揍,的,國家離,並駕,或,超越,還遠,得,很,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
從,台北,坐區間,車到,蘇澳,?,大學,的,時候,常常,苗栗,台北,坐區間,車時間,也,差不多,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,都,知道,問題,在,哪,",",卻,不動作,?,資本,主義的,市場,機制,失控,後,的,結果,",",馬,克思,說過,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
CSO,臺,灣區,角色,出爐,?,這不,就是,覺青,最,想要,的,台灣,特色,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
司機,在,媒體,前,說,謊,",",還,有人,在,挺,司機,嗎,?,沒人,挺,司機,吧,只是,認為,李女,不是,無辜,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,不諧,和,音,的,八卦,?,他,馬,的,我,還是,覺得,台灣,吉他,之神,的,比,較,有感,覺,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
我家,樓下,一堆,警察,是,怎樣,?,上次,小蘿莉,事件,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥胖,的,人,是否,天生,好吃,懶,做,?,買個,早餐,",",也,要,騎車,",",啾,咪,",",肥死,一輩子,活該,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,大學,專題,的,八卦,?,青葉,八神,日富,美遠山,是,我,老婆,好,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
弟弟,藉口,衣服,沒乾,",",不,穿衣服,跑,來,跑,去,>,<,?,我家,的,小表弟,也,常,這樣,r,",",超可愛的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台南,到底,有,沒,有,可能,蓋捷運,?,捷運應,該,由,台東,市區,貫通,到,台南市,區才,比,較,有,效益,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
宅宅,憑,什麼,娶,到,外國,正妹,?,人家,至少,還有,專長,www,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
一直,被,認為,有,女友,怎麼,辦,?,484,很帥,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台鐵,冗員,的,八卦,?,原本,有,熱情,的,人,也,變成,沒熱情,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
當媽,後,胸部,都,會,比,較,大,?,不用,等,生小孩,",",被過,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
